"Waveform Data"
"Item","V1","A1","V2","A2","V3","A3"
857,-514.23E+0,1.0788E+0,1.7118E+3,-1.1757E+0,-199.09E+0,135.32E-3
858,-517.87E+0,1.0585E+0,1.7118E+3,-1.2020E+0,-210.74E+0,95.863E-3
859,-518.61E+0,1.1040E+0,1.7118E+3,-1.1485E+0,-213.89E+0,84.707E-3
860,-521.32E+0,1.0821E+0,1.7118E+3,-1.1725E+0,-225.79E+0,42.353E-3
861,-522.55E+0,1.1549E+0,1.7118E+3,-1.1248E+0,-228.20E+0,32.643E-3
862,-526.00E+0,1.1124E+0,1.7118E+3,-1.1420E+0,-241.27E+0,-32.643E-3
863,-526.00E+0,1.2006E+0,1.7118E+3,-1.1101E+0,-244.91E+0,-41.527E-3
864,-528.04E+0,1.1639E+0,1.7118E+3,-1.1242E+0,-256.32E+0,-91.111E-3
865,-526.56E+0,1.2524E+0,1.7118E+3,-1.1053E+0,-259.22E+0,-101.23E-3
866,-527.73E+0,1.2129E+0,1.7118E+3,-1.1115E+0,-270.01E+0,-145.24E-3
867,-523.97E+0,1.2927E+0,1.7118E+3,-1.1045E+0,-273.65E+0,-152.27E-3
868,-526.74E+0,1.2607E+0,1.7118E+3,-1.1109E+0,-284.38E+0,-186.56E-3
869,-519.90E+0,1.3227E+0,1.7118E+3,-1.0954E+0,-285.98E+0,-193.79E-3
870,-523.35E+0,1.3004E+0,1.7118E+3,-1.1026E+0,-297.27E+0,-231.60E-3
871,-513.06E+0,1.3434E+0,1.7118E+3,-1.0727E+0,-299.74E+0,-234.91E-3
872,-519.04E+0,1.3269E+0,1.7118E+3,-1.0912E+0,-308.87E+0,-272.51E-3
873,-504.00E+0,1.3509E+0,1.7118E+3,-1.0323E+0,-310.16E+0,-281.60E-3
874,-512.07E+0,1.3475E+0,1.7118E+3,-1.0638E+0,-320.65E+0,-323.54E-3
875,-497.46E+0,1.3653E+0,1.7118E+3,-993.06E-3,-323.48E+0,-329.74E-3
876,-502.39E+0,1.3536E+0,1.7118E+3,-1.0231E+0,-330.39E+0,-374.78E-3
877,-491.17E+0,1.3788E+0,1.7118E+3,-958.41E-3,-333.04E+0,-384.90E-3
878,-495.30E+0,1.3686E+0,1.7118E+3,-983.10E-3,-339.89E+0,-420.64E-3
879,-483.90E+0,1.4009E+0,1.7118E+3,-918.78E-3,-342.17E+0,-433.24E-3
880,-488.58E+0,1.3801E+0,1.7118E+3,-948.45E-3,-349.76E+0,-479.94E-3
881,-478.10E+0,1.4193E+0,1.7118E+3,-896.37E-3,-350.87E+0,-489.23E-3
882,-483.10E+0,1.4091E+0,1.7118E+3,-915.67E-3,-359.25E+0,-525.80E-3
883,-473.42E+0,1.4370E+0,1.7118E+3,-870.64E-3,-360.24E+0,-534.07E-3
884,-478.16E+0,1.4210E+0,1.7118E+3,-892.01E-3,-368.14E+0,-564.44E-3
885,-468.05E+0,1.4468E+0,1.7118E+3,-862.96E-3,-368.81E+0,-570.22E-3
886,-472.55E+0,1.4333E+0,1.7118E+3,-868.77E-3,-376.28E+0,-581.79E-3
887,-461.39E+0,1.4395E+0,1.7118E+3,-843.46E-3,-379.11E+0,-581.79E-3
888,-466.45E+0,1.4320E+0,1.7118E+3,-860.47E-3,-387.38E+0,-589.44E-3
889,-454.30E+0,1.4279E+0,1.7118E+3,-825.41E-3,-389.17E+0,-587.16E-3
890,-460.53E+0,1.4178E+0,1.7118E+3,-838.90E-3,-396.51E+0,-594.39E-3
891,-448.82E+0,1.4118E+0,1.7118E+3,-794.28E-3,-397.31E+0,-595.01E-3
892,-453.56E+0,1.3953E+0,1.7118E+3,-822.30E-3,-404.89E+0,-605.55E-3
893,-442.65E+0,1.3901E+0,1.7118E+3,-761.09E-3,-407.48E+0,-605.14E-3
894,-447.71E+0,1.3843E+0,1.7118E+3,-786.61E-3,-414.45E+0,-627.45E-3
895,-436.18E+0,1.3882E+0,1.7118E+3,-719.59E-3,-416.18E+0,-629.72E-3
896,-441.73E+0,1.3847E+0,1.7118E+3,-754.65E-3,-423.64E+0,-666.29E-3
897,-428.53E+0,1.4012E+0,1.7118E+3,-686.18E-3,-424.63E+0,-672.90E-3
898,-434.27E+0,1.3876E+0,1.7118E+3,-717.51E-3,-432.59E+0,-714.64E-3
899,-421.44E+0,1.4118E+0,1.7118E+3,-648.00E-3,-434.68E+0,-724.14E-3
900,-427.12E+0,1.4028E+0,1.7118E+3,-678.30E-3,-440.66E+0,-765.87E-3
901,-411.21E+0,1.4145E+0,1.7118E+3,-613.56E-3,-442.45E+0,-771.04E-3
902,-420.03E+0,1.4093E+0,1.7118E+3,-642.81E-3,-449.98E+0,-803.27E-3
903,-403.13E+0,1.4135E+0,1.7118E+3,-589.49E-3,-452.20E+0,-808.64E-3
904,-410.35E+0,1.4001E+0,1.7118E+3,-601.11E-3,-458.61E+0,-817.52E-3
905,-395.61E+0,1.3995E+0,1.7118E+3,-562.31E-3,-460.22E+0,-817.32E-3
906,-402.15E+0,1.3795E+0,1.7118E+3,-584.51E-3,-465.58E+0,-822.48E-3
907,-386.18E+0,1.3734E+0,1.7118E+3,-533.26E-3,-466.51E+0,-817.32E-3
908,-393.83E+0,1.3502E+0,1.7118E+3,-551.52E-3,-472.67E+0,-820.62E-3
909,-376.87E+0,1.3461E+0,1.7118E+3,-490.31E-3,-473.91E+0,-816.70E-3
910,-384.21E+0,1.3225E+0,1.7118E+3,-527.24E-3,-479.33E+0,-830.33E-3
911,-368.18E+0,1.3189E+0,1.7118E+3,-452.54E-3,-480.44E+0,-836.32E-3
912,-375.51E+0,1.2968E+0,1.7118E+3,-482.21E-3,-485.75E+0,-851.20E-3
913,-359.61E+0,1.2937E+0,1.7118E+3,-405.65E-3,-487.35E+0,-852.85E-3
914,-366.21E+0,1.2835E+0,1.7118E+3,-441.13E-3,-491.30E+0,-884.46E-3
915,-348.76E+0,1.2801E+0,1.7118E+3,-353.36E-3,-492.53E+0,-889.01E-3
916,-357.08E+0,1.2749E+0,1.7118E+3,-397.35E-3,-498.89E+0,-924.13E-3
917,-339.57E+0,1.2757E+0,1.7118E+3,-300.87E-3,-500.06E+0,-933.63E-3
918,-346.60E+0,1.2701E+0,1.7118E+3,-346.51E-3,-504.93E+0,-968.76E-3
919,-330.76E+0,1.2693E+0,1.7118E+3,-254.80E-3,-506.04E+0,-980.95E-3
920,-337.78E+0,1.2624E+0,1.7118E+3,-292.36E-3,-509.62E+0,-1.0146E+0
921,-321.32E+0,1.2605E+0,1.7118E+3,-212.68E-3,-510.42E+0,-1.0179E+0
922,-329.22E+0,1.2513E+0,1.7118E+3,-246.29E-3,-515.35E+0,-1.0427E+0
923,-313.49E+0,1.2436E+0,1.7118E+3,-172.01E-3,-516.83E+0,-1.0415E+0
924,-320.40E+0,1.2196E+0,1.7118E+3,-203.97E-3,-520.53E+0,-1.0497E+0
925,-303.08E+0,1.2129E+0,1.7118E+3,-120.55E-3,-521.21E+0,-1.0524E+0
926,-311.03E+0,1.1956E+0,1.7118E+3,-165.58E-3,-524.23E+0,-1.0696E+0
927,-290.93E+0,1.1856E+0,1.7118E+3,-45.441E-3,-524.85E+0,-1.0716E+0
928,-301.10E+0,1.1539E+0,1.7118E+3,-115.37E-3,-527.19E+0,-1.1053E+0
929,-279.96E+0,1.1478E+0,1.7118E+3,20.957E-3,-528.49E+0,-1.1126E+0
930,-289.02E+0,1.1274E+0,1.7118E+3,-32.369E-3,-530.15E+0,-1.1475E+0
931,-264.48E+0,1.1255E+0,1.7118E+3,85.902E-3,-528.98E+0,-1.1572E+0
932,-277.43E+0,1.1057E+0,1.7118E+3,31.954E-3,-530.46E+0,-1.1952E+0
933,-244.94E+0,1.1055E+0,1.7118E+3,135.70E-3,-523.25E+0,-1.2028E+0
934,-261.52E+0,1.0888E+0,1.7118E+3,98.559E-3,-527.26E+0,-1.2264E+0
935,-222.00E+0,1.0871E+0,1.7118E+3,176.58E-3,-513.93E+0,-1.2334E+0
936,-240.56E+0,1.0754E+0,1.7118E+3,140.06E-3,-522.26E+0,-1.2464E+0
937,-199.56E+0,1.0711E+0,1.7118E+3,205.42E-3,-504.99E+0,-1.2543E+0
938,-218.12E+0,1.0504E+0,1.7118E+3,181.97E-3,-513.32E+0,-1.2597E+0
939,-180.02E+0,1.0437E+0,1.7118E+3,238.41E-3,-497.41E+0,-1.2532E+0
940,-196.54E+0,1.0162E+0,1.7118E+3,210.61E-3,-503.94E+0,-1.2594E+0
941,-160.11E+0,1.0130E+0,1.7118E+3,284.06E-3,-489.88E+0,-1.2516E+0
942,-176.81E+0,965.26E-3,1.7118E+3,247.75E-3,-495.55E+0,-1.2576E+0
943,-146.11E+0,956.71E-3,1.7118E+3,336.35E-3,-484.45E+0,-1.2522E+0
944,-156.90E+0,925.20E-3,1.7118E+3,294.23E-3,-488.22E+0,-1.2613E+0
945,-134.21E+0,918.10E-3,1.7118E+3,393.61E-3,-480.88E+0,-1.2646E+0
946,-143.77E+0,888.89E-3,1.7118E+3,346.10E-3,-484.58E+0,-1.2793E+0
947,-124.23E+0,875.54E-3,1.7118E+3,447.15E-3,-477.61E+0,-1.2811E+0
948,-132.80E+0,853.63E-3,1.7118E+3,399.42E-3,-480.88E+0,-1.2966E+0
949,-113.93E+0,845.70E-3,1.7118E+3,490.72E-3,-475.14E+0,-1.3059E+0
950,-122.81E+0,818.78E-3,1.7118E+3,455.86E-3,-477.79E+0,-1.3167E+0
951,-101.85E+0,817.11E-3,1.7118E+3,530.35E-3,-470.14E+0,-1.3192E+0
952,-111.65E+0,795.20E-3,1.7118E+3,500.47E-3,-474.03E+0,-1.3249E+0
953,-87.482E+0,791.66E-3,1.7118E+3,540.52E-3,-464.78E+0,-1.3225E+0
954,-98.703E+0,779.14E-3,1.7118E+3,529.32E-3,-469.03E+0,-1.3270E+0
955,-68.062E+0,776.42E-3,1.7118E+3,554.42E-3,-456.88E+0,-1.3111E+0
956,-84.338E+0,761.61E-3,1.7118E+3,543.22E-3,-463.42E+0,-1.3239E+0
957,-51.355E+0,753.05E-3,1.7118E+3,557.12E-3,-449.55E+0,-1.3016E+0
958,-64.487E+0,739.28E-3,1.7118E+3,550.27E-3,-455.22E+0,-1.3076E+0
959,-33.291E+0,738.03E-3,1.7118E+3,573.72E-3,-440.66E+0,-1.2838E+0
960,-47.348E+0,714.87E-3,1.7118E+3,561.06E-3,-447.82E+0,-1.2987E+0
961,-17.016E+0,709.86E-3,1.7118E+3,598.62E-3,-433.02E+0,-1.2795E+0
962,-30.271E+0,683.36E-3,1.7118E+3,572.89E-3,-439.43E+0,-1.2844E+0
963,-1.0481E+0,674.81E-3,1.7118E+3,642.19E-3,-426.11E+0,-1.2851E+0
964,-13.625E+0,646.64E-3,1.7118E+3,606.09E-3,-431.48E+0,-1.2927E+0
965,15.166E+0,636.83E-3,1.7118E+3,694.90E-3,-418.59E+0,-1.2921E+0
966,3.2058E+0,604.91E-3,1.7118E+3,652.15E-3,-424.63E+0,-1.3063E+0
967,32.613E+0,600.11E-3,1.7118E+3,745.52E-3,-410.69E+0,-1.3074E+0
968,18.187E+0,565.47E-3,1.7118E+3,708.38E-3,-417.17E+0,-1.3125E+0
969,47.224E+0,551.49E-3,1.7118E+3,779.97E-3,-403.91E+0,-1.3103E+0
970,35.942E+0,529.58E-3,1.7118E+3,753.20E-3,-409.15E+0,-1.3125E+0
971,62.760E+0,524.57E-3,1.7118E+3,791.17E-3,-396.51E+0,-1.2973E+0
972,49.567E+0,507.88E-3,1.7118E+3,785.36E-3,-401.69E+0,-1.3068E+0
973,77.680E+0,502.66E-3,1.7118E+3,793.66E-3,-389.84E+0,-1.2832E+0
974,64.610E+0,488.26E-3,1.7118E+3,791.17E-3,-395.95E+0,-1.2991E+0
975,93.401E+0,478.67E-3,1.7118E+3,800.51E-3,-380.90E+0,-1.2601E+0
976,80.084E+0,459.68E-3,1.7118E+3,793.45E-3,-387.69E+0,-1.2793E+0
977,110.35E+0,452.17E-3,1.7118E+3,817.94E-3,-371.77E+0,-1.2446E+0
978,96.915E+0,426.29E-3,1.7118E+3,801.13E-3,-378.87E+0,-1.2580E+0
979,126.51E+0,417.53E-3,1.7118E+3,844.91E-3,-362.46E+0,-1.2332E+0
980,113.13E+0,383.10E-3,1.7118E+3,823.54E-3,-369.80E+0,-1.2429E+0
981,146.17E+0,377.47E-3,1.7118E+3,890.98E-3,-349.94E+0,-1.2332E+0
982,129.90E+0,338.24E-3,1.7118E+3,854.46E-3,-359.99E+0,-1.2398E+0
983,161.77E+0,327.60E-3,1.7118E+3,936.21E-3,-340.44E+0,-1.2276E+0
984,149.50E+0,294.21E-3,1.7118E+3,897.82E-3,-348.09E+0,-1.2338E+0
985,176.32E+0,282.73E-3,1.7118E+3,983.73E-3,-331.99E+0,-1.2282E+0
986,164.92E+0,243.09E-3,1.7118E+3,949.07E-3,-339.21E+0,-1.2326E+0
987,190.99E+0,230.78E-3,1.7118E+3,1.0285E+0,-322.62E+0,-1.2223E+0
988,179.47E+0,194.26E-3,1.7118E+3,994.31E-3,-329.84E+0,-1.2287E+0
989,204.99E+0,187.38E-3,1.7118E+3,1.0526E+0,-312.63E+0,-1.2057E+0
990,194.08E+0,149.82E-3,1.7118E+3,1.0379E+0,-321.14E+0,-1.2198E+0
991,219.35E+0,142.72E-3,1.7118E+3,1.0613E+0,-303.99E+0,-1.1853E+0
992,207.89E+0,120.19E-3,1.7118E+3,1.0530E+0,-311.33E+0,-1.2016E+0
993,234.46E+0,106.00E-3,1.7118E+3,1.0833E+0,-293.39E+0,-1.1539E+0
994,222.50E+0,69.693E-3,1.7118E+3,1.0642E+0,-302.21E+0,-1.1785E+0
995,251.97E+0,59.051E-3,1.7118E+3,1.1267E+0,-280.00E+0,-1.1266E+0
996,237.48E+0,3.7559E-3,1.7118E+3,1.0881E+0,-291.84E+0,-1.1437E+0
997,268.00E+0,-12.728E-3,1.7118E+3,1.1763E+0,-267.17E+0,-1.1026E+0
998,254.99E+0,-74.074E-3,1.7118E+3,1.1308E+0,-277.10E+0,-1.1212E+0
999,283.10E+0,-86.803E-3,1.7118E+3,1.2261E+0,-251.82E+0,-1.0888E+0
1000,270.71E+0,-138.13E-3,1.7118E+3,1.1833E+0,-263.72E+0,-1.0979E+0
1001,297.59E+0,-146.48E-3,1.7118E+3,1.2618E+0,-236.21E+0,-1.0733E+0
1002,286.18E+0,-193.22E-3,1.7118E+3,1.2296E+0,-248.43E+0,-1.0830E+0
